"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight"
"24146","10374","12010050125025001540","TABLA ALUMINIU 1050 H24  0.5X1250X2500 MM","{0}",,,,,,,,"KG","BUC","4.220000","AL. SHEETS 1050 H24 0,5X1250X2500 MM","KG","n","TABLA ALUMINIU 1050 H24  0.5X1250X2500 MM","n","",,
"24147","10375","42100801000200000242","TABLA CUPRU CU-DHP R240 1/2 T 0.8X1000X2000 MM FOLIAT 2P","{0}",,,,,,,,"KG","BUC","14.304000","COPPER SHEETS CU-DHP R240 0.8X1000X2000 MM WITH PROTECTION FOIL 2 SIDE","KG","n","TABLA CUPRU CU-DHP R240 1/2 T 0.8X1000X2000 MM FOLIAT 2P","n","",,
"24148","10376","43000970048003002040","TEAVA BRONZ D97X48X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBE D97X48X3000 MM CUSN7ZN4PB7-C","KG","n","TEAVA BRONZ D97X48X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"24149","10377","26036000006000063600","BARA ALU D 36X6000 MM 6082 T6","{0}",,,,,,,,"KG","ML","2.746900","ALU ROUND BARS 36X6000 MM 6082 T6","KG","n","BARA ALU D 36X6000 MM 6082 T6","y","",,
"24150","10378","46CUBE00460500403000","BARA PATRATA 50X50 MM CUBE2 CW101C","{0}",,,,,,,,"KG","","0.000000","SQUARE BARS 50X50 MM CUBE2 CW101C","KG","n","BARA PATRATA 50X50 MM CUBE2 CW101C","n","",,
"24151","10379","421007006702000TECUB","TABLA CUPRU TECU BRASS 0.7X670X2000 MM","{0}",,,,,,,,"M2","KG","5.950000","COPPER SHEETS TECU BRASS 0.7X670X2000 MM","M2","n","TABLA CUPRU TECU BRASS 0.7X670X2000 MM","n","",,
"24152","10380","421007006702000TECUG","TABLA CUPRU TECU GOLD 0.7X670X2000 MM","{0}",,,,,,,,"M2","KG","5.730000","COPPER SHEETS  TECU GOLD 0.7X670X2000 MM","M2","n","TABLA CUPRU TECU GOLD 0.7X670X2000 MM","n","",,
"24153","10381","42100700670200TECUBZ","TABLA CUPRU TECU BRONZE 0.7X670X2000 MM","{0}",,,,,,,,"M2","KG","6.250000","COPPER SHEETS  TECU BRONZE 0.7X670X2000 MM","M2","n","TABLA CUPRU TECU BRONZE 0.7X670X2000 MM","n","",,
"24154","10382","421007006702000TECUO","TABLA CUPRU TECU OXID 0.7X670X2000 MM","{0}",,,,,,,,"M2","KG","6.250000","COPPER SHEETS  TECU OXID 0.7X670X2000 MM","M2","n","TABLA CUPRU TECU OXID 0.7X670X2000 MM","n","",,
"24155","10383","421007006702000TECUP","TABLA CUPRU TECU PATINA 0.7X670X2000 MM","{0}",,,,,,,,"M2","KG","6.250000","COPPER SHEETS  TECU PATINA 0.7X670X2000 MM","M2","n","TABLA CUPRU TECU PATINA 0.7X670X2000 MM","n","",,
"24156","10384","42100700670200TECUPM","TABLA CUPRU TECU PATINA MADRID 0.7X670X2000 MM","{0}",,,,,,,,"M2","KG","6.250000","COPPER SHEETS TECU PATINA MADRID 0.7X670X2000 MM","M2","n","TABLA CUPRU TECU PATINA MADRID 0.7X670X2000 MM","n","",,
"24157","10385","42100700670200TECUPO","TABLA CUPRU TECU PATINA OSLO 0.7X670X3000 MM","{0}",,,,,,,,"M2","KG","6.250000","COPPER SHEETS TECU PATINA OSLO 0.7X670X3000 MM","M2","n","TABLA CUPRU TECU PATINA OSLO 0.7X670X3000 MM","n","",,
"24158","10386","36000100000003000242","BARA ALAMA D10X3000 MM CUZN39PB2 R430 h10","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND BARS D10X3000 MM CUZN39PB2 R430 h10","KG","n","BARA ALAMA D10X3000 MM CUZN39PB2 R430 h10","y","",,
"24159","10387","11051500145000202320","BANDA AL 5754 H22 1.5X145 MM ","{0}",,,,,,,,"KG","","0.000000","AL. COILS 5754 H22 1.2X1240 MM","KG","n","BANDA AL 5754 H22 1.5X145 MM ","n","",,
"24160","10388","42102000600000000440","DISC CUPRU 2X600 MM CU-DHP R200 ","{0}",,,,,,,,"KG","BUC","5.050000","COPPER DISC 2X600 MM CU-DHP R200 ","KG","n","DISC CUPRU 2X600 MM CU-DHP R200 ","n","",,
"24161","10389","12606102500PF","PLACA DEBITATA 6061 T651 25 MM","{0}",,,,,,,,"KG","","0.000000","AL CUT PLATE 6061 T651 25 MM","KG","n","PLACA DEBITATA 6061 T651 25 MM","n","",,
"24162","10390","126082170DEBITAT0000","PLACI DEBITATE 6082 T651  170 MM","{0}",,,,,,,,"KG","BUC","1.000000","AL CUT PLATES 6082 T651 170 MM","KG","n","PLACI DEBITATE 6082 T651  170 MM","y","",,
"24163","10391","48200800300200002340","TABLA  BRONZ 0.8X300X2000 MM CUSN6 R560 HV180-210 ","{0}",,,,,,,,"KG","","0.000000","BRONZE SHEETS 0.8X300X2000 MM CUSN6 R560 HV180-210 ","KG","n","TABLA  BRONZ 0.8X300X2000 MM CUSN6 R560 HV180-210 ","n","",,
"24164","10392","25050005005000063600","TEAVA ALU D 50X5X5000 MM  6082 T6","{0}",,,,,,,,"KG","ML","1.907600","ALU ROUND TUBES 50X5X6000 MM 6082 T6","KG","n","TEAVA ALU D 50X5X5000 MM  6082 T6","n","",,
"24165","10393","41102504000000210140","BANDA CUPRU CU-ETP R240 0.25X400 MM","{0}",,,,,,,,"KG","","0.000000","COPPER STRIPS CU-ETP R240 0.25X400 MM","KG","n","BANDA CUPRU CU-ETP R240 0.25X400 MM","n","",,
"24166","10394","26150000003000063601","BARA ALU D 150X3000 MM 6082 T6*","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 150X3000 MM 6082 T6","KG","n","BARA ALU D 150X3000 MM 6082 T6*","y","",,
"24167","10395","37000801503003000340","BARA LATA ALAMA 80X15X3000 MM CUZN40PB2 M","{0}",,,,,,,,"KG","","0.000000","BRASS FLAT BARS 80X15X3000 MM CUZN40PB2 M","KG","n","BARA LATA ALAMA 80X15X3000 MM CUZN40PB2 M","n","",,
"24168","10396","120PT5083135DEBITAT0","PLACI DEBITATE TURNATA 5083 135 MM","{0}",,,,,,,,"KG","BUC","1.000000","CAST AL PLATE 5083 135 MM","KG","n","PLACI DEBITATE TURNATA 5083 135 MM","y","",,
"24169","10397","P0360002600003000242","BARA ALAMA D26X3000 MM CUZN40 R430SPECIAL VERSION LF Pb LESS THAN 0.05","{0}",,,,,,,,"KG","","0.000000","BRASS BARS D26X3000 MM CUZN40 R430 SPECIAL VERSIONLF Pb LESS THAN 0.05","KG","n","BARA ALAMA D26X3000 MM CUZN40 R430SPECIAL VERSION LF Pb LESS THAN 0.05","y","",,
"24170","10398","P0360001900003000242","BARA ALAMA D19X3000 MM CUZN40 R430SPECIAL VERSION LF Pb LESS THAN 0.05","{0}",,,,,,,,"KG","","0.000000","BRASS BARS D19X3000 MM CUZN40 R430 SPECIAL VERSIONLF Pb LESS THAN 0.05","KG","n","BARA ALAMA D19X3000 MM CUZN40 R430SPECIAL VERSION LF Pb LESS THAN 0.05","y","",,
"24171","10399","ANV 235 55 R19","ANVELOPE 235 55 R19","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","ANVELOPE 235 55 R19","n","",,
"24172","10400","12050300150053001800","TABLA ALUMINIU 5251 H111 3X1500x5300 MM","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 5251 H111 3,0X1500X5300 MM","KG","n","TABLA ALUMINIU 5251 H111 3X1500x5300 MM","n","",,
"24173","10401","46CUCRZR460250253000","BARA PATRATA 25X25X3000 MM CUCR1ZR","{0}",,,,,,,,"KG","ML","5.888000","SQUARE BARS CUCR1ZR 25X25X3000 MM","KG","n","BARA PATRATA 25X25X3000 MM CUCR1ZR","n","",,
"24174","10402","4700040010004000014G","BARA LATA CUPRU CU-ETP 1/2 T 40X10X4000 MM R=1","{0}",,,,,,,,"KG","ML","3.576000","COPPER FLAT BARS 40X10X4000 MM CU-ETP R250 R=1 ","KG","n","BARA LATA CUPRU CU-ETP 1/2 T 40X10X4000 MM R=1","n","",,
"24175","10403","4700060005004000014G","BARA LATA CUPRU CU-ETP 1/2 T 60X5X4000 MM R=1 ","{0}",,,,,,,,"KG","ML","2.682000","COPPER FLAT BARS 60X5X4000 MM CU-ETP R250 R=1 ","KG","n","BARA LATA CUPRU CU-ETP 1/2 T 60X5X4000 MM R=1 ","n","",,
"24176","10404","78BANDADEFALT18","BANDA ETANSARE FALT, 18 ml\rola, latime 10 mm","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","BANDA ETANSARE FALT, 18 ml\rola, latime 10 mm","n","",,
"24177","10405","4700020005004000014G","BARA LATA CUPRU CU-ETP 1/2 T 20X5X4000 MM R=1 ","{0}",,,,,,,,"KG","ML","0.894000","COPPER FLAT BARS 20X5X4000 MM CU-ETP R250 R=1","KG","n","BARA LATA CUPRU CU-ETP 1/2 T 20X5X4000 MM R=1 ","n","",,
"24178","10406","126082120DEBITAT0000","PLACI DEBITATE 6082 T651  120 MM","{0}",,,,,,,,"KG","","0.000000","AL CUT PLATE 6082 T651  120 MM","KG","n","PLACI DEBITATE 6082 T651  120 MM","y","",,
"24179","10407","120PT5083195DEBITAT0","PLACI DEBITATE TURNATA 5083 195 MM","{0}",,,,,,,,"KG","BUC","1.000000","AL CUT PLATE 5083 195 MMCAST","KG","n","PLACI DEBITATE TURNATA 5083 195 MM","y","",,
"24180","10408","421008012502500TECUC","TABLA CU TECU CLASSIC 0.8X1250X2500 MM CU-DHP R240","{0}",,,,,,,,"KG","","0.000000","COPPER SHEETS TECU CLASSIC CUDHP R240 0.8X1250X2500 MM","KG","n","TABLA CU TECU CLASSIC 0.8X1250X2500 MM CU-DHP R240","n","",,
"24181","10409","41106006003000201240","BANDA CUPRU CU-DHP R240 0.6X600 MM 1000KG/RULOU ","{0}",,,,,,,,"KG","M2","5.364000","COPPER STRIPS CU-DHP R240 0.6X600 MM1000KG/COIL","KG","n","BANDA CUPRU CU-DHP R240 0.6X600 MM 1000KG/RULOU ","n","",,
"24182","10410","41107006003000201240","BANDA CUPRU CU-DHP R240 0.7X600 MM 1000KG/RULOU","{0}",,,,,,,,"KG","M2","6.260000","COPPER STRIPS  CU-DHP R240 0.7X600 MM1000KG/COIL","KG","n","BANDA CUPRU CU-DHP R240 0.7X600 MM 1000KG/RULOU","n","",,
"24183","10411","22100150020600061500","PROFIL ALU T 150X50X2X6000 MM 6060  T6","{0}",,,,,,,,"KG","","0.000000","ALU T PROFILES100X50X2X6000 MM 6060 T6","KG","n","PROFIL ALU T 150X50X2X6000 MM 6060  T6","n","",,
"24184","10412","ADBLUE","ADBLUE","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","ADBLUE","n","",,
"24185","10413","26032000003000072600","BARA ALU D 32X3000 MM 7075","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 35X3000 MM 7075 ","KG","n","BARA ALU D 32X3000 MM 7075","y","",,
"24186","10414","22150050020600061500","PROFIL ALU T 150X50X2X6000 MM 6060  T6","{0}",,,,,,,,"KG","","0.000000","ALU T PROFILES150X50X2X6000 MM 6060 T6","KG","n","PROFIL ALU T 150X50X2X6000 MM 6060  T6","n","",,
"24187","10415","ANV 235 45 R18","ANVELOPE 235 45 R18","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","ANVELOPE 235 45 R18","n","",,
"24188","10416","120102001000200015L1","TABLA ALUMINIU 1050 H24 2X1000X2000 MM 1P LASER","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 1050 H24 2X1000X2000MM + 1 SIDE LASER","KG","n","TABLA ALUMINIU 1050 H24 2X1000X2000 MM 1P LASER","n","",,
"24189","10417","25080010006000063600","TEAVA ALU D 80X10X6000 MM 6082 T6","{0}",,,,,,,,"KG","","0.000000","AL ROUND TUBES 80X10X6000 MM 6082 T6","KG","n","TEAVA ALU D 80X10X6000 MM 6082 T6","n","",,
"24190","10418","127075060DEBITAT0000","PLACI DEBITATE 7075 T651 60 MM","{0}",,,,,,,,"KG","BUC","1.000000","AL CUT PLATE 7075  T651 60 MM","KG","n","PLACI DEBITATE 7075 T651 60 MM","n","",,
"24191","10419","127075120DEBITAT0000","PLACI DEBITATE 7075 T651 120 MM","{0}",,,,,,,,"KG","BUC","1.000000","AL CUT PLATE 7075 T651 120 MM","KG","n","PLACI DEBITATE 7075 T651 120 MM","n","",,
"24192","10420","42100601000300000240","TABLA CUPRU CU-DHP R240 1/2 T 0.6X1000X3000 MM ","{0}",,,,,,,,"KG","","0.000000","COPPER SHEETS CU-DHP R240 1/2 T 0.6X1000X3000 MM ","KG","n","TABLA CUPRU CU-DHP R240 1/2 T 0.6X1000X3000 MM ","n","",,
"24193","10421","8012PROFILECALIII","PROFILE CALITATEA III-A","{0}",,,,,,,,"KG","","0.000000","","KG","n","PROFILE CALITATEA III-A","n","",,
"24194","10422","P0360001900003000241","BARA ALAMA D19X3000 MM CUZN40 R430SPECIAL VERSION LF Pb LESS THAN 0.05","{0}",,,,,,,,"KG","","0.000000","BRASS BARS D19X3000 MM CUZN40 R430 SPECIAL VERSIONLF Pb LESS THAN 0.05","KG","n","BARA ALAMA D19X3000 MM CUZN40 R430SPECIAL VERSION LF Pb LESS THAN 0.05","y","",,
"24195","10423","P0360002600003000241","BARA ALAMA D26X3000 MM CUZN40 R430SPECIAL VERSION LF Pb LESS THAN 0.05","{0}",,,,,,,,"KG","","0.000000","BRASS BARS D26X3000 MM CUZN40 R430 SPECIAL VERSIONLF Pb LESS THAN 0.05","KG","n","BARA ALAMA D26X3000 MM CUZN40 R430SPECIAL VERSION LF Pb LESS THAN 0.05","y","",,
"24197","10425","24100018020520061500","TEAVA RECTANG. ALU100x18x2MM  dif. lun. 6060  T6","{0}",,,,,,,,"KG","ML","1.231200","ALU RECT. TUBES 100X18X2 MM dif. lenght 6060 T6","KG","n","TEAVA RECTANG. ALU100x18x2MM  dif. lun. 6060  T6","n","",,
"24198","10426","25038002006000061500","TEAVA ALU D 38X2X6000 MM  6060 T6","{0}",,,,,,,,"KG","ML","0.610400","ALU ROUND TUBES 38X2X6000 MM 6060 ","KG","n","TEAVA ALU D 38X2X6000 MM  6060 T6","n","",,
"24199","10427","48700430022003002040","BARA LATA BRONZ 43X22X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","FLAT BRONZE BARS 43X22X3000 MM CUSN7","KG","n","BARA LATA BRONZ 43X22X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"24200","10428","3600003003001WIELAND","BARA ALAMA D3X3000 MM CUZN39PB3 R500 WIELAND","{0}",,,,,,,,"KG","","0.000000","BRASS BARS CUZN39PB3 3X3000 MMHALFHARD","KG","n","BARA ALAMA D3X3000 MM CUZN39PB3 R500 WIELAND","n","",,
"24201","10429","ANTICONCOROTOP5","FOLIE ANTICONDENS COROTOP SMART 120g  75 MP\ROLA","{0}",,,,,,,,"M2","","0.000000","","M2","n","FOLIE ANTICONDENS COROTOP SMART 120g  75 MP\ROLA","n","",,
"24202","10430","77FOLANTICONCOROTOP5","FOLIE ANTICONDENS COROTOP SMART 120g  75 MP\ROLA  ","{0}",,,,,,,,"M2","","0.000000","","M2","n","FOLIE ANTICONDENS COROTOP SMART 120g  75 MP\ROLA  ","n","",,
"24203","10431","77PLASAVENTCORTOP250","PLASA VENTILATIE COROTOP OPLOT 250 g   42 MP\ROLA","{0}",,,,,,,,"M2","","0.000000","","M2","n","PLASA VENTILATIE COROTOP OPLOT 250 g   42 MP\ROLA","n","",,
"24204","10432","ANV 245 70 R16","ANVELOPE 245 70 R16","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","ANVELOPE 245 70 R16","n","",,
"24205","10433","24050030040600061500","TEAVA RECTANG. ALU 50X30X4X6000 MM 6060  T6","{0}",,,,,,,,"KG","","0.000000","ALU RECT. TUBES 50X30X4X6000 MM 6060 T6","KG","n","TEAVA RECTANG. ALU 50X30X4X6000 MM 6060  T6","n","",,
"24206","10434","31102000100000005140","BANDA ALAMA 2(+/-0.05)X100(+0.5/-0)MM CUZN39PB2 R490","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS LEADED 2(+/-0.05)X100(+0.5/-0)MMCUZN39PB2 R490 EN1652 ","KG","n","BANDA ALAMA 2(+/-0.05)X100(+0.5/-0)MM CUZN39PB2 R490","n","",,
"24207","10435","11110501000500110540","BANDA AL STUCCO 1050 H24 0.5x1000 MM","{0}",,,,,,,,"KG","","0.000000","AL.STUCCO COILS 1050 H24 0,5X1000 MM","KG","n","BANDA AL STUCCO 1050 H24 0.5x1000 MM","n","",,
"24208","10436","35000170120030000140","TEAVA ALAMA CUZN40 CW509 M 17X12X3000 MM ","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND TUBES 17X12X3000 MM CUZN40 CW509 M ","KG","n","TEAVA ALAMA CUZN40 CW509 M 17X12X3000 MM ","n","",,
"24209","10437","35000210150030000140","TEAVA ALAMA CUZN40 CW509 M 21X15X3000 MM ","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND TUBES 21X15X3000 MM CUZN40 CW509 M ","KG","n","TEAVA ALAMA CUZN40 CW509 M 21X15X3000 MM ","n","",,
"24210","10438","26045000003000072601","BARA ALU TRASA D 45X3000 MM 7075 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND DRAWN BARS  45X3000 MM 7075 T6","KG","n","BARA ALU TRASA D 45X3000 MM 7075 T6","y","",,
"24211","10439","12060600000000006360","TABLA ALUMINIU 6061 T6 6X1524X3048 MM ","{0}",,,,,,,,"KG","","0.000000","AL SHEETS 6061 T6 6X1524X3048 MM ","KG","n","TABLA ALUMINIU 6061 T6 6X1524X3048 MM ","n","",,
"24212","10440","12950500050010001300","TABLA AL STRIATA 5754  H114 5x500x1000 MM","{0}",,,,,,,,"KG","","0.000000","AL. TREAD SHEETS QUINTETT 5754 H114 5X500X1000 MM","KG","n","TABLA AL STRIATA 5754  H114 5x500x1000 MM","n","",,
"24213","10441","25032002003001061700","TEAVA ALU D 32X2X3000 MM  6060  T6","{0}",,,,,,,,"KG","ML","0.508700","ALU ROUND TUBES 32X2X3000 MM 6060 T6","KG","n","TEAVA ALU D 32X2X3000 MM  6060  T6","n","",,
"24214","10442","8012TABLE8011","DESEURI 8011","{0}",,,,,,,,"KG","","0.000000","","KG","n","DESEURI 8011","n","",,
"24215","10443","8012TABLE5251","DESEURI TABLE 5251","{0}",,,,,,,,"KG","","0.000000","","KG","n","DESEURI TABLE 5251","n","",,
"24295","10523","78DECAPTINIGHIG300","DECAPANT TINICHIGERIE-DECAMET FLACON / 300 ML","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","DECAPANT TINICHIGERIE-DECAMET FLACON / 300 ML","n","",,
"24216","10444","77FOLANTICONCOROTOP6","FOLIE ANTICONDENS COROTOP CLASSIC 130g 75 MP\ROLA ","{0}",,,,,,,,"M2","","0.000000","Membrana Corotop Classic 130g/sqm  75 sqm ","M2","n","FOLIE ANTICONDENS COROTOP CLASSIC 130g 75 MP\ROLA ","n","",,
"24217","10445","120PP5083018PF","PLACA DEBITATA DE PRECIZIE 5083 18 MM","{0}",,,,,,,,"KG","","0.000000","PREC. MACH. CAST AL PLATE 5083 18 MM","KG","n","PLACA DEBITATA DE PRECIZIE 5083 18 MM","n","",,
"24218","10446","12050250150030001302","TABLA ALUMINIU 5754 H111 2.5X1500X3000 MM FOL 2  PARTI ","{0}",,,,,,,,"KG","BUC","29.925000","AL. SHEETS 5754 H111 2,5X1500X3000 MM + 2 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H111 2.5X1500X3000 MM FOL 2  PARTI ","n","",,
"24219","10447","12050080150030001302","TABLA ALUMINIU 5754  H111 0.8x1500x3000 MM FOL 2  PARTI ","{0}",,,,,,,,"KG","BUC","9.576000","AL. SHEETS 5754 H111 0,8X1500X3000 MM + PVC 2 SIDE","KG","n","TABLA ALUMINIU 5754  H111 0.8x1500x3000 MM FOL 2  PARTI ","n","",,
"24220","10448","26030000003000025501","BARA ALU 30X3000 MM 2017 T3 TRAS DURKOPP","{0}",,,,,,,,"KG","","0.000000","ALU ROUND DRAWN BARS 30X3000 MM 2017 T3","KG","n","BARA ALU 30X3000 MM 2017 T3 TRAS DURKOPP","y","",,
"24221","10449","48700520042003002241","PLACA ALU-BRONZE 52X42 MM CUAL10FE5NI5-C","{0}",,,,,,,,"KG","","0.000000","BRONZE PLATE CUAL10FE5NI5-C 52X42X3050 MM","KG","n","PLACA ALU-BRONZE 52X42 MM CUAL10FE5NI5-C","n","",,
"24222","10450","31100828000000005140","BANDA ALAMA CUZN36 R550 0.8X280 MM ","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN36 R550 0.8X280 MM ","KG","n","BANDA ALAMA CUZN36 R550 0.8X280 MM ","n","",,
"24223","10451","43002420178003002040","TEAVA BRONZ D242X178X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D242X178X3000 MM CUSN7ZN4PB7-C-GC","KG","n","TEAVA BRONZ D242X178X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"24224","10452","64012006100020001304","TABLA INOX 0.6X1000X2000 MM SUPRAFATA  LUCIOASA ","{0}",,,,,,,,"KG","BUC","9.800000","SHEET STAINLESS STEEL 0.6x1000x2000 MM ","KG","n","TABLA INOX 0.6X1000X2000 MM SUPRAFATA  LUCIOASA ","n","",,
"24225","10453","25110005006000063600","TEAVA ALU D 110X5X5000 MM 6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND TUBES 110X5X5000 MM 6082 T6","KG","n","TEAVA ALU D 110X5X5000 MM 6082 T6","n","",,
"24226","10454","26026000003000023502","BARA ALU D 26X3000 MM 2007 T3 h11 TRASA","{0}",,,,,,,,"KG","","0.000000","ALU ROUND DRAWN BARS 26X3000 MM 2007 T3 h11 ","KG","n","BARA ALU D 26X3000 MM 2007 T3 h11 TRASA","y","",,
"24227","10455","12060635000000006360","TABLA ALUMINIU 6061 T651 6.35X1520x3020 MM","{0}",,,,,,,,"KG","","0.000000","AL SHEETS 6061 T6 6.35X129x2451MM  ","KG","n","TABLA ALUMINIU 6061 T651 6.35X1520x3020 MM","n","",,
"24228","10456","41108006703000201241","BANDA CUPRU CU-DHP R240 0.8X670 MM  100 KG/RULOU","{0}",,,,,,,,"KG","","0.000000","COPPER STRIPS CU-DHP R240 0.8X670 MM  100 KG/COIL ","KG","n","BANDA CUPRU CU-DHP R240 0.8X670 MM  100 KG/RULOU","n","",,
"24229","10457","79110080625COPERLINE","BANDA ALUMINIU VOPSIT COPPERLINE 0.8X670 MM  100 KG/ROLA+PVC","{0}",,,,,,,,"KG","M2","2.170000"," Aluminium prepainted COPPERLINE COILS 0.8X670 mm +PVC","KG","n","BANDA ALUMINIU VOPSIT COPPERLINE 0.8X670 MM  100 KG/ROLA+PVC","n","",,
"24230","10458","36000520006003000240","BARA HEXAG ALAMA 52X3000 MM CUZN39PB3 R360 ","{0}",,,,,,,,"KG","","0.000000","BRASS HEXAG BARS 52X3000 MM CUZN39PB3 R360 ","KG","n","BARA HEXAG ALAMA 52X3000 MM CUZN39PB3 R360 ","n","",,
"24231","10459","41107006703000201243","BANDA CUPRU TECU GOLD 0.7X670 MM   30 ML/ROLA ","{0}",,,,,,,,"M2","KG","1.000000","COPPER STRIPS TECU GOLDCU-DHP R240 0.7X670 MM 30M/COIL ","M2","n","BANDA CUPRU TECU GOLD 0.7X670 MM   30 ML/ROLA ","n","",,
"24232","10460","48700520022003002040","BARA LATA BRONZ 52X22X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE FLAT BARS 52X22X3050 MM  CUSN7ZN4PB7-C-GC","KG","n","BARA LATA BRONZ 52X22X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"24233","10461","48700370022003002040","BARA LATA BRONZ 37X22X3050 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE FLAT BARS 37X22X3050 MM  CUSN7ZN4PB7-C-GC","KG","n","BARA LATA BRONZ 37X22X3050 MM CUSN7ZN4PB7-C-GC","n","",,
"24234","10462","48700370027003002040","BARA LATA BRONZ 37X27X3050 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE FLAT BARS 37X27X3050 MM  CUSN7ZN4PB7-C-GC","KG","n","BARA LATA BRONZ 37X27X3050 MM CUSN7ZN4PB7-C-GC","n","",,
"24235","10463","120PP5083075PF","PLACA DEBITATA DE PRECIZIE 5083 75 MM","{0}",,,,,,,,"KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 5083 75 MM","KG","n","PLACA DEBITATA DE PRECIZIE 5083 75 MM","n","",,
"24237","10465","48002003002000002340","TABLA BRONZ 0.2X300X2000 MM CUSN6 R560","{0}",,,,,,,,"KG","","0.000000","BRONZE SHEETS 0.2X300X2000 MM CUSN6 R560 ","KG","n","TABLA BRONZ 0.2X300X2000 MM CUSN6 R560","n","",,
"24238","10466","48005003002000002340","TABLA BRONZ 0.5X300X2000 MM CUSN6 R560","{0}",,,,,,,,"KG","","0.000000","BRONZE SHEETS 0.5X300X2000 MM CUSN6 R560 ","KG","n","TABLA BRONZ 0.5X300X2000 MM CUSN6 R560","n","",,
"24239","10467","A000170","PAALETE","{0}",,,,,,,,"KG","","0.000000","","KG","n","PAALETE","n","",,
"24240","10468","42100401000200000241","TABLA CUPRU CU-DHP R240 1/2 T 0.4X1000X2000 MM FOLIAT 1 PARTE ","{0}",,,,,,,,"KG","BUC","7.152000","COPPER SHEETS CU-DHP R240 0.4X1000X2000 MM WITH PROTECTION FOIL 1 SIDE ","KG","n","TABLA CUPRU CU-DHP R240 1/2 T 0.4X1000X2000 MM FOLIAT 1 PARTE ","n","",,
"24241","10469","36000600000003000241","BARA ALAMA D60X3000MM CUZN21SI3P ECOBRASS ","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND BARS D60X3000MM CUZN21SI3P ECOBRASS ","KG","n","BARA ALAMA D60X3000MM CUZN21SI3P ECOBRASS ","y","",,
"24242","10470","23045120100600061500","PROFIL ALU U 45X120X45X10X6000 MM 6060  T66","{0}",,,,,,,,"KG","","0.000000","ALU U PROFILES U 45X120X45X10X6000 MM 6060 T66 ","KG","n","PROFIL ALU U 45X120X45X10X6000 MM 6060  T66","n","",,
"24243","10471","79110070625ANTRACIT","BANDA ALUMINIU VOPSIT RAL 7016  0.7X625 MM 100 KG/ROLA  GRI ANTRACIT ","{0}",,,,,,,,"KG","M2","1.900000"," Aluminium prepainted RAL 7016 COILS 0.7X625 mm 100KG/COIL WITH PVC","KG","n","BANDA ALUMINIU VOPSIT RAL 7016  0.7X625 MM 100 KG/ROLA  GRI ANTRACIT ","n","",,
"24244","10472","26046000003000063600","BARA ALU D 46X3000 MM 6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 46X3000 MM 6082 T6","KG","n","BARA ALU D 46X3000 MM 6082 T6","y","",,
"24245","10473","48000460000005002041","BARA BRONZ HEXAG. 46X3000 MM CUSN8P","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND BARS CUSN8P h9 46X3000 MM","KG","n","BARA BRONZ HEXAG. 46X3000 MM CUSN8P","y","",,
